Record,Sale_amount,Sale_date,Beds,Baths,Sqft_home,Sqft_lot,Type,Build_year,Town,University
6219,224000,42451,3,1.75,1458,14810.4,Single Family,1980,"Iowa City, IA",University of Iowa
6220,265100,42430,4,1.5,2248,13503.6,Single Family,1974,"Iowa City, IA",University of Iowa
6221,275000,42535,4,3,2576,18730.8,Single Family,1994,"Iowa City, IA",University of Iowa
6222,290000,42482,3,2.5,2307,11325.6,Single Family,1994,"Iowa City, IA",University of Iowa
6223,162000,42471,2,2,1432,9457,Single Family,1991,"Iowa City, IA",University of Iowa
6224,220000,42495,3,2,1850,6969,Single Family,1992,"Iowa City, IA",University of Iowa
6225,267000,42531,4,2.5,2046,10018,Single Family,1979,"Iowa City, IA",University of Iowa
6226,288500,42465,4,2.5,2200,9147,Single Family,1976,"Iowa City, IA",University of Iowa
6227,249000,42542,3,2.5,1542,12632.4,Single Family,1973,"Iowa City, IA",University of Iowa
6228,230000,42521,5,3,3078,10018,Single Family,1969,"Iowa City, IA",University of Iowa
6229,218000,42538,3,1.5,1513,9017,Single Family,1975,"Iowa City, IA",University of Iowa
6230,250000,42501,4,3,2201,10019,Single Family,1969,"Iowa City, IA",University of Iowa
6231,272000,42529,4,1,2574,11761.2,Single Family,1974,"Iowa City, IA",University of Iowa
6232,196500,42466,3,2.5,1881,12196.8,Single Family,1976,"Iowa City, IA",University of Iowa
6233,345000,42522,4,3,2509,15246,Single Family,1994,"Iowa City, IA",University of Iowa
6234,210000,42482,4,3,1729,11761.2,Single Family,1975,"Iowa City, IA",University of Iowa
6235,245000,42422,4,3,2421,10890,Single Family,1975,"Iowa City, IA",University of Iowa
6236,197500,42522,6,3,2500,13503.6,Single Family,1977,"Iowa City, IA",University of Iowa
6237,348000,42523,4,3.5,2957,11761.2,Single Family,1992,"Iowa City, IA",University of Iowa
6238,425000,42538,5,3.5,3787,13068,Single Family,1994,"Iowa City, IA",University of Iowa
6239,310000,42503,5,4,3800,13503.6,Single Family,1996,"Iowa City, IA",University of Iowa
6240,342000,42487,4,3,2606,11761.2,Single Family,2003,"Iowa City, IA",University of Iowa
6241,363000,42544,5,4,3105,18295.2,Single Family,2001,"Iowa City, IA",University of Iowa
6242,297000,42496,4,2.5,2880,13939.2,Single Family,1993,"Iowa City, IA",University of Iowa
6243,625000,42459,4,2,2568,408157.2,Single Family,1986,"Iowa City, IA",University of Iowa
6244,185000,42535,3,2.5,1630,2788,Single Family,2001,"Iowa City, IA",University of Iowa
6245,195000,42495,3,4,2340,3049,Single Family,2000,"Iowa City, IA",University of Iowa
6246,197500,42439,3,1.5,1734,6098,Single Family,1992,"Iowa City, IA",University of Iowa
6247,224500,42418,3,2.5,2221,7840,Single Family,1992,"Iowa City, IA",University of Iowa
6248,218000,42536,3,2,1952,6621,Single Family,1994,"Iowa City, IA",University of Iowa
6249,210000,42447,4,2.75,2264,8059,Single Family,1992,"Iowa City, IA",University of Iowa
6250,225000,42527,2,1.75,1800,7840,Single Family,1992,"Iowa City, IA",University of Iowa
6251,188000,42457,4,3,3414,12196.8,Single Family,1985,"Iowa City, IA",University of Iowa
6252,209000,42531,4,2.5,2485,7800,Single Family,1986,"Iowa City, IA",University of Iowa
6253,185000,42422,3,2.75,2092,7405,Single Family,1989,"Iowa City, IA",University of Iowa
6254,160000,42545,3,2,1522,6534,Single Family,1988,"Iowa City, IA",University of Iowa
6255,205000,42528,4,3,2377,6098,Single Family,1991,"Iowa City, IA",University of Iowa
6256,215000,42542,3,2.5,1736,7492,Single Family,1988,"Iowa City, IA",University of Iowa
6257,199900,42465,3,2.5,1770,9235,Single Family,1988,"Iowa City, IA",University of Iowa
6258,150000,42545,3,2.25,1548,10062,Single Family,1982,"Iowa City, IA",University of Iowa
6259,154950,42549,3,1.75,2047,8886,Single Family,1979,"Iowa City, IA",University of Iowa
6260,169000,42535,3,2,1638,7797,Single Family,1979,"Iowa City, IA",University of Iowa
6261,157000,42541,3,2,1440,8276,Single Family,1981,"Iowa City, IA",University of Iowa
6262,150000,42478,2,0.75,1308,7623,Single Family,1973,"Iowa City, IA",University of Iowa
6263,151500,42465,3,1.75,1460,6900,Single Family,1971,"Iowa City, IA",University of Iowa
6264,135000,42558,4,2,1450,10890,Single Family,1973,"Iowa City, IA",University of Iowa
6265,75000,42523,3,1,960,7405,Single Family,1960,"Iowa City, IA",University of Iowa
6266,156000,42454,4,2,1264,7405,Single Family,1964,"Iowa City, IA",University of Iowa
6267,104000,42503,3,1,864,7579,Single Family,1959,"Iowa City, IA",University of Iowa
6268,175000,42534,5,2,1746,6969,Single Family,1966,"Iowa City, IA",University of Iowa
6269,165000,42492,4,2,2112,8407,Single Family,1966,"Iowa City, IA",University of Iowa
6270,185000,42515,4,1.75,1918,14374.8,Single Family,1964,"Iowa City, IA",University of Iowa
6271,163000,42543,3,2,1644,9583,Single Family,1966,"Iowa City, IA",University of Iowa
6272,150500,42417,3,2,2200,10890,Single Family,1966,"Iowa City, IA",University of Iowa
6273,145000,42453,3,2,1338,9365,Single Family,1966,"Iowa City, IA",University of Iowa
6274,175000,42530,3,1.75,1428,9496,Single Family,1980,"Iowa City, IA",University of Iowa
6275,190500,42535,4,2.5,2112,12196.8,Single Family,1984,"Iowa City, IA",University of Iowa
6276,173000,42531,3,3,1532,10454,Single Family,1976,"Iowa City, IA",University of Iowa
6277,196000,42544,3,3,2000,10350,Single Family,1968,"Iowa City, IA",University of Iowa
6278,158000,42464,4,1.5,2228,10890,Single Family,1972,"Iowa City, IA",University of Iowa
6279,162000,42516,3,1.75,1602,7405,Single Family,1976,"Iowa City, IA",University of Iowa
6280,137000,42543,3,2,1384,7345,Single Family,1976,"Iowa City, IA",University of Iowa
6281,212900,42571,4,2.5,2366,9801,Single Family,2001,"Iowa City, IA",University of Iowa
6282,210000,42523,3,1.5,2066,7840,Single Family,2002,"Iowa City, IA",University of Iowa
6283,245000,42524,4,3.25,2396,7405,Single Family,2003,"Iowa City, IA",University of Iowa
6284,137500,42437,3,2,1488,8059,Single Family,1971,"Iowa City, IA",University of Iowa
6285,197500,42465,4,2.75,2046,11761.2,Single Family,1993,"Iowa City, IA",University of Iowa
6286,192000,42488,3,2.25,1684,11325.6,Single Family,1994,"Iowa City, IA",University of Iowa
6287,215100,42529,4,3,1992,7840,Single Family,1999,"Iowa City, IA",University of Iowa
6288,148000,42430,4,2,1614,7057,Single Family,1971,"Iowa City, IA",University of Iowa
6289,140000,42457,5,2,1558,6900,Single Family,1971,"Iowa City, IA",University of Iowa
6290,134500,42537,2,1.5,1466,12632.4,Single Family,1970,"Iowa City, IA",University of Iowa
6291,170000,42543,3,1.5,1399,10018,Single Family,1981,"Iowa City, IA",University of Iowa
6292,172000,42485,3,1.5,1028,16988.4,Single Family,1981,"Iowa City, IA",University of Iowa
6293,137500,42515,2,1.5,1356,6969,Single Family,1995,"Iowa City, IA",University of Iowa
6294,185000,42529,3,2.5,1800,5662,Single Family,1998,"Iowa City, IA",University of Iowa
6295,143000,42492,3,2,1401,6098,Single Family,1997,"Iowa City, IA",University of Iowa
6296,82854,42429,3,1,1200,20037.6,Single Family,1991,"Iowa City, IA",University of Iowa
6297,234500,42444,4,2,1897,13939.2,Single Family,1957,"Iowa City, IA",University of Iowa
6298,227000,42485,4,1.5,1938,25264.8,Single Family,1964,"Iowa City, IA",University of Iowa
6299,380000,42521,4,2.5,4039,15246,Single Family,1948,"Iowa City, IA",University of Iowa
6300,230000,42537,3,2.25,2118,22215.6,Single Family,1925,"Iowa City, IA",University of Iowa
6301,155000,42494,2,1,1615,5662,Single Family,1920,"Iowa City, IA",University of Iowa
6302,229000,42491,2,1.75,1448,20037.6,Single Family,1920,"Iowa City, IA",University of Iowa
6303,220000,42531,5,2,2916,28749.6,Single Family,1968,"Iowa City, IA",University of Iowa
6304,710000,42507,5,5,5024,46609.2,Single Family,1995,"Iowa City, IA",University of Iowa
6305,575000,42495,6,5.5,5424,49222.8,Single Family,1994,"Iowa City, IA",University of Iowa
6306,330000,42530,4,1.75,2223,8712,Single Family,1930,"Iowa City, IA",University of Iowa
6307,299000,42415,3,3,1948,15246,Single Family,1935,"Iowa City, IA",University of Iowa
6308,510000,42488,3,2.25,3294,12196.8,Single Family,1923,"Iowa City, IA",University of Iowa
6309,400100,42422,4,3,2746,12196.8,Single Family,1963,"Iowa City, IA",University of Iowa
6310,310000,42502,4,1,2136,12196.8,Single Family,1912,"Iowa City, IA",University of Iowa
6311,325000,42493,3,2,2168,71438.4,Single Family,1990,"Iowa City, IA",University of Iowa
6312,290000,42474,3,4,2004,75794.4,Single Family,1986,"Iowa City, IA",University of Iowa
6313,530000,42538,5,4.25,5102,50529.6,Single Family,1987,"Iowa City, IA",University of Iowa
6314,450000,42417,5,3.5,4122,44431.2,Single Family,1990,"Iowa City, IA",University of Iowa
6315,375000,42431,3,2.75,2893,50094,Single Family,1974,"Iowa City, IA",University of Iowa
6316,303900,42548,4,3.5,3348,20037.6,Single Family,1975,"Iowa City, IA",University of Iowa
6317,1050000,42496,5,7,8745,81457.2,Single Family,2003,"Iowa City, IA",University of Iowa
6318,340000,42486,4,3,3071,104544,Single Family,1976,"Iowa City, IA",University of Iowa
6319,512000,42534,4,3,2413,44431.2,Single Family,1999,"Iowa City, IA",University of Iowa
6320,475000,42447,5,2,3736,48351.6,Single Family,2000,"Iowa City, IA",University of Iowa
6321,195000,42489,2,1,1535,15246,Single Family,1994,"Iowa City, IA",University of Iowa
6322,395000,42438,4,3.25,4085,25264.8,Single Family,1981,"Iowa City, IA",University of Iowa
6323,365000,42542,5,3.5,4142,48787.2,Single Family,1989,"Iowa City, IA",University of Iowa
6324,437000,42529,5,3,4107,54885.6,Single Family,1996,"Iowa City, IA",University of Iowa
6325,487500,42412,4,2.75,3034,64904.4,Single Family,1998,"Iowa City, IA",University of Iowa
6326,272500,42447,3,2.75,2534,36590.4,Single Family,1984,"Iowa City, IA",University of Iowa
6327,680000,42482,4,5,6026,74923.2,Single Family,2001,"Iowa City, IA",University of Iowa
6328,109500,42444,1,1,780,8400,Single Family,1990,"Iowa City, IA",University of Iowa
6329,369000,42535,6,3.25,3461,12632.4,Single Family,2004,"Iowa City, IA",University of Iowa
6330,309500,42440,4,4,2803,9365,Single Family,2001,"Iowa City, IA",University of Iowa
6331,550100,42517,4,2.75,6552,104544,Single Family,1917,"Iowa City, IA",University of Iowa
6332,400000,42484,5,3,4184,14810.4,Single Family,1999,"Iowa City, IA",University of Iowa
6333,317900,42552,4,4,2917,11325.6,Single Family,2001,"Iowa City, IA",University of Iowa
6334,259000,42536,3,3,2088,10890,Single Family,1991,"Iowa City, IA",University of Iowa
6335,312000,42516,5,3.5,3386,19166.4,Single Family,1998,"Iowa City, IA",University of Iowa
6336,158500,42536,2,1,1313,48787.2,Single Family,1900,"Iowa City, IA",University of Iowa
6337,234900,42562,4,2.75,2195,871,Single Family,2000,"Iowa City, IA",University of Iowa
6338,231500,42552,3,3,2049,8015,Single Family,2002,"Iowa City, IA",University of Iowa
6339,220000,42559,4,2.5,1870,6708,Single Family,1956,"Iowa City, IA",University of Iowa
6340,345000,42439,5,4,3465,11761.2,Single Family,2007,"Iowa City, IA",University of Iowa
6341,170000,42537,3,1,1496,8276,Single Family,1900,"Iowa City, IA",University of Iowa
6342,270000,42416,4,4,3832,43560,Single Family,2004,"Iowa City, IA",University of Iowa
6343,215000,42514,4,1.5,1976,10411,Single Family,1966,"Iowa City, IA",University of Iowa
6344,150000,42516,4,2,1022,6534,Single Family,1958,"Iowa City, IA",University of Iowa
6345,116000,42479,3,1,1182,6098,Single Family,1926,"Iowa City, IA",University of Iowa
6346,165000,42472,3,1.5,1215,7840,Single Family,1936,"Iowa City, IA",University of Iowa
6347,194000,42488,2,2,1475,6273,Single Family,1950,"Iowa City, IA",University of Iowa
6348,165000,42538,2,1,832,8756,Single Family,1946,"Iowa City, IA",University of Iowa
6349,144000,42433,3,2,1336,9588,Single Family,2007,"Iowa City, IA",University of Iowa
6350,147500,42515,5,2,1728,8712,Multi Family,1969,"Iowa City, IA",University of Iowa
6351,144000,42537,2,1.8,1272,9583,Single Family,1920,"Iowa City, IA",University of Iowa
6352,249900,42524,4,2.25,1588,3202,Single Family,1922,"Iowa City, IA",University of Iowa
6353,120000,42425,5,2,1846,6011,Single Family,1900,"Iowa City, IA",University of Iowa
6354,163000,42468,3,1.5,1660,10498,Single Family,1900,"Iowa City, IA",University of Iowa
6355,170000,42412,2,1,1058,7492,Single Family,1947,"Iowa City, IA",University of Iowa
6356,123500,42431,3,1.5,1264,6534,Single Family,1956,"Iowa City, IA",University of Iowa
6357,144000,42478,3,1,996,6839,Single Family,1959,"Iowa City, IA",University of Iowa
6358,255000,42494,3,2,1454,8015,Single Family,1948,"Iowa City, IA",University of Iowa
6359,110000,42436,3,1,1152,6969,Single Family,1976,"Iowa City, IA",University of Iowa
6360,240000,42535,3,2,1306,9360,Single Family,1984,"Iowa City, IA",University of Iowa
6361,310000,42418,3,2.25,2751,13068,Single Family,2004,"Iowa City, IA",University of Iowa
6362,390000,42454,5,4,3326,9540,Single Family,2005,"Iowa City, IA",University of Iowa
6363,185000,42447,4,2.5,2472,8015,Single Family,1991,"Iowa City, IA",University of Iowa
6364,141000,42558,3,1,872,7405,Single Family,1962,"Iowa City, IA",University of Iowa
6365,70000,42436,3,1,864,8276,Single Family,1960,"Iowa City, IA",University of Iowa
6366,121500,42475,4,2,2117,11325.6,Single Family,1965,"Iowa City, IA",University of Iowa
6367,219000,42541,3,2.25,2324,8451,Single Family,2004,"Iowa City, IA",University of Iowa
6368,560000,42478,6,5,5878,45738,Single Family,1999,"Iowa City, IA",University of Iowa
6369,100000,42515,3,1,1800,16117.2,Single Family,1900,"Iowa City, IA",University of Iowa
6370,202000,42510,3,2,1805,8786,Single Family,2007,"Iowa City, IA",University of Iowa
6371,320000,42513,4,3,2546,14374.8,Single Family,2007,"Iowa City, IA",University of Iowa
6372,675000,42521,4,4.25,5077,17424,Single Family,2007,"Iowa City, IA",University of Iowa
6373,678000,42522,4,4,4269,46173.6,Single Family,2001,"Iowa City, IA",University of Iowa
6374,385000,42509,4,3,2678,97574.4,Single Family,1982,"Iowa City, IA",University of Iowa
6375,660000,42409,5,4,3063,37461.6,Single Family,2008,"Iowa City, IA",University of Iowa
6376,1275000,42451,5,4.5,7608,136342.8,Single Family,2005,"Iowa City, IA",University of Iowa
6377,415000,42545,5,3,3048,22651.2,Single Family,2006,"Iowa City, IA",University of Iowa
6378,458000,42510,4,3,4188,43560,Single Family,2005,"Iowa City, IA",University of Iowa
6379,322600,42509,5,3.25,2807,10803,Single Family,2004,"Iowa City, IA",University of Iowa
6380,143600,42523,2,2.5,1641,6403,Single Family,2004,"Iowa City, IA",University of Iowa
6381,280000,42485,4,2.5,2557,9540,Single Family,2006,"Iowa City, IA",University of Iowa
6382,200000,42545,3,2,1268,8581,Single Family,2009,"Iowa City, IA",University of Iowa
6383,189000,42493,2,2.5,1501,2483,Single Family,2009,"Iowa City, IA",University of Iowa
6384,244000,42508,2,2,1376,5227,Single Family,2009,"Iowa City, IA",University of Iowa
6385,655000,42550,3,2.25,3276,20037.6,Single Family,2008,"Iowa City, IA",University of Iowa
6386,335000,42522,4,2.75,2419,10454,Single Family,2009,"Iowa City, IA",University of Iowa
6387,189000,42489,3,2.5,1566,2483,Single Family,2010,"Iowa City, IA",University of Iowa
6388,320000,42543,4,3,2548,5662,Single Family,2011,"Iowa City, IA",University of Iowa
6389,356000,42534,5,3,2534,14374.8,Single Family,2015,"Iowa City, IA",University of Iowa
6390,1149000,42440,5,4.5,5269,65775.6,Single Family,2014,"Iowa City, IA",University of Iowa
6391,224000,42508,3,2.5,1778,8712,Single Family,2013,"Iowa City, IA",University of Iowa
6392,375000,42516,5,3,2742,9583,Single Family,2012,"Iowa City, IA",University of Iowa
6393,440000,42499,4,3.25,3748,12632.4,Single Family,2013,"Iowa City, IA",University of Iowa
6394,290000,42508,4,3,2521,8102,Single Family,2013,"Iowa City, IA",University of Iowa
6395,333000,42541,5,3,2737,13068,Single Family,2012,"Iowa City, IA",University of Iowa
6396,400000,42502,5,3.25,2610,38768.4,Single Family,2012,"Iowa City, IA",University of Iowa
6397,229000,42517,4,3,2392,9230,Single Family,2014,"Iowa City, IA",University of Iowa
6398,230000,42482,3,2,2310,6098,Single Family,1959,"Iowa City, IA",University of Iowa
6399,238350,42523,3,2.5,1781,8276,Single Family,2016,"Iowa City, IA",University of Iowa
6400,409900,42489,5,3,2731,11325.6,Single Family,2016,"Iowa City, IA",University of Iowa
6401,326900,42418,4,3.5,2702,15246,Single Family,2016,"Iowa City, IA",University of Iowa
6402,334900,42503,5,3,2854,13503.6,Single Family,2016,"Iowa City, IA",University of Iowa
6403,476000,42551,4,3.5,2807,10018,Single Family,2015,"Iowa City, IA",University of Iowa
6404,339000,42566,3,3,2104,3920,Single Family,2015,"Iowa City, IA",University of Iowa
6405,419900,42503,5,3.5,3564,8712,Single Family,2014,"Iowa City, IA",University of Iowa
6406,225000,42503,2,2,1350,6969,Single Family,2014,"Iowa City, IA",University of Iowa
6407,450000,42488,4,2.5,3441,10018,Single Family,2014,"Iowa City, IA",University of Iowa
